Race,Age,Sex,Workclass,Marital-status
White,47,Male,Private,Married-civ-spouse
White,40,Female,Private,Divorced
White,45,Female,Private,Widowed
Black,43,Female,Private,Separated
White,50,Male,Private,Divorced
White,29,Male,Private,Never-married
White,47,Male,Private,Never-married
White,24,Male,Private,Never-married
White,21,Female,Private,Never-married
White,30,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Female,Private,Widowed
White,70,Male,Self-emp-not-inc,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,29,Male,Local-gov,Divorced
White,18,Male,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,39,Male,State-gov,Married-civ-spouse
White,21,Female,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,33,Male,Local-gov,Married-civ-spouse
White,39,Male,Private,Divorced
White,29,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,52,Female,State-gov,Widowed
White,35,Male,Private,Never-married
White,33,Male,Private,Married-civ-spouse
Asian-Pac-Islander,43,Male,Private,Married-civ-spouse
White,51,Male,Local-gov,Married-civ-spouse
White,36,Female,Private,Never-married
White,17,Female,Local-gov,Never-married
White,32,Male,Private,Married-civ-spouse
Black,39,Female,Private,Never-married
White,19,Male,Self-emp-inc,Never-married
White,54,Male,Private,Divorced
White,45,Male,Private,Divorced
Black,47,Female,Local-gov,Divorced
White,49,Male,Self-emp-not-inc,Married-civ-spouse
White,32,Female,Private,Divorced
White,28,Male,Self-emp-inc,Married-civ-spouse
White,39,Male,Self-emp-inc,Married-civ-spouse
White,27,Male,Self-emp-inc,Never-married
White,42,Female,Local-gov,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,46,Male,Private,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,32,Female,Private,Never-married
White,47,Male,Self-emp-inc,Married-civ-spouse
White,43,Male,Self-emp-not-inc,Married-civ-spouse
White,29,Male,Private,Never-married
Asian-Pac-Islander,43,Male,Federal-gov,Married-civ-spouse
White,90,Female,Private,Never-married
White,41,Female,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,24,Male,Private,Never-married
White,24,Female,Private,Never-married
White,35,Female,Private,Married-civ-spouse
White,30,Male,Private,Never-married
White,46,Female,Private,Separated
White,19,Female,Local-gov,Never-married
White,39,Male,Private,Separated
White,43,Male,Private,Married-civ-spouse
White,35,Female,Private,Never-married
White,65,Female,Private,Widowed
White,34,Male,Private,Divorced
White,41,Male,Private,Married-civ-spouse
White,24,Male,Self-emp-not-inc,Never-married
White,34,Female,Self-emp-inc,Never-married
White,33,Male,Private,Married-civ-spouse
White,37,Male,Private,Never-married
White,39,Male,Self-emp-not-inc,Married-civ-spouse
White,58,Female,Private,Divorced
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,33,Female,Federal-gov,Married-civ-spouse
White,42,Male,Local-gov,Married-civ-spouse
Black,31,Male,Private,Never-married
White,57,Male,Private,Separated
White,67,Male,Federal-gov,Married-civ-spouse
White,23,Male,Private,Divorced
Amer-Indian-Eskimo,35,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,39,Male,Self-emp-not-inc,Married-civ-spouse
White,36,Male,Private,Never-married
White,29,Female,Local-gov,Divorced
White,25,Male,Private,Never-married
White,24,Male,Private,Married-civ-spouse
Asian-Pac-Islander,50,Male,Self-emp-inc,Married-civ-spouse
White,70,Male,Private,Married-civ-spouse
White,51,Male,Federal-gov,Married-civ-spouse
White,38,Male,Self-emp-not-inc,Married-civ-spouse
White,51,Female,Private,Divorced
White,28,Male,Private,Never-married
White,66,Male,Self-emp-not-inc,Married-civ-spouse
White,57,Male,Self-emp-inc,Separated
Asian-Pac-Islander,44,Male,Self-emp-inc,Married-civ-spouse
White,29,Female,Private,Never-married
Black,21,Female,Private,Never-married
White,74,Male,Private,Married-civ-spouse
White,50,Female,Private,Divorced
White,65,Female,Private,Divorced
Black,44,Female,Private,Separated
White,34,Male,Private,Married-civ-spouse
White,17,Male,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,32,Female,Private,Divorced
White,54,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
White,23,Male,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,30,Male,Private,Never-married
White,32,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
Black,28,Male,Private,Never-married
White,44,Male,Private,Married-civ-spouse
White,29,Female,Local-gov,Married-civ-spouse
White,28,Male,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,56,Male,Self-emp-inc,Married-civ-spouse
White,27,Male,Private,Never-married
White,34,Female,Private,Divorced
White,37,Male,Private,Divorced
White,66,Male,Self-emp-not-inc,Married-civ-spouse
White,19,Male,Private,Never-married
White,60,Female,Private,Divorced
White,54,Male,Self-emp-not-inc,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,47,Male,Private,Divorced
White,48,Male,Self-emp-inc,Married-civ-spouse
White,50,Male,Self-emp-inc,Married-civ-spouse
Black,62,Female,Private,Widowed
White,45,Male,Private,Married-civ-spouse
White,55,Male,Local-gov,Married-civ-spouse
White,62,Female,Private,Widowed
White,25,Male,Private,Married-civ-spouse
White,49,Female,Private,Divorced
Black,32,Female,State-gov,Never-married
Amer-Indian-Eskimo,25,Male,Federal-gov,Never-married
White,39,Male,Private,Married-civ-spouse
White,27,Male,Local-gov,Married-civ-spouse
Black,43,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
White,33,Female,Private,Married-civ-spouse
White,33,Male,Private,Never-married
Black,33,Female,Private,Never-married
White,70,Female,Private,Widowed
Black,25,Male,Private,Never-married
White,17,Male,Private,Never-married
White,20,Male,Private,Never-married
Black,19,Male,Private,Never-married
White,71,Male,Federal-gov,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,52,Male,Private,Married-civ-spouse
White,26,Female,Private,Never-married
White,38,Male,Private,Divorced
White,25,Male,Private,Never-married
White,22,Female,Private,Never-married
White,48,Male,State-gov,Married-civ-spouse
White,53,Male,Private,Married-civ-spouse
White,30,Male,Self-emp-not-inc,Divorced
White,44,Male,Private,Married-civ-spouse
Asian-Pac-Islander,32,Male,Federal-gov,Married-civ-spouse
White,59,Male,Self-emp-not-inc,Married-civ-spouse
Black,49,Female,Private,Divorced
White,31,Male,Private,Never-married
White,44,Male,Private,Never-married
Asian-Pac-Islander,36,Male,Private,Married-civ-spouse
White,36,Female,Private,Never-married
White,37,Male,Private,Married-civ-spouse
Black,29,Male,Private,Never-married
White,52,Male,Private,Divorced
White,37,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
Black,36,Female,Private,Divorced
Black,24,Female,Private,Never-married
Black,31,Male,Private,Never-married
White,54,Female,Federal-gov,Widowed
White,44,Male,Private,Married-civ-spouse
White,41,Female,Private,Married-civ-spouse
White,37,Female,Self-emp-inc,Divorced
Black,30,Male,Private,Never-married
Asian-Pac-Islander,26,Male,State-gov,Never-married
White,68,Male,Self-emp-not-inc,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,48,Male,Private,Divorced
Black,26,Male,Private,Married-civ-spouse
White,63,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,42,Male,Self-emp-inc,Married-civ-spouse
Asian-Pac-Islander,64,Male,Federal-gov,Married-civ-spouse
White,32,Male,Private,Never-married
White,50,Male,Private,Married-civ-spouse
Black,32,Female,Private,Never-married
White,53,Male,Private,Married-civ-spouse
White,58,Male,Private,Divorced
White,37,Male,Local-gov,Married-civ-spouse
White,24,Male,Private,Never-married
White,53,Male,Private,Married-civ-spouse
White,30,Female,Private,Married-civ-spouse
White,38,Female,Private,Never-married
White,28,Male,Private,Never-married
White,19,Female,Private,Never-married
Black,45,Male,Private,Married-civ-spouse
White,26,Male,Private,Never-married
White,33,Female,Private,Never-married
White,29,Male,Private,Never-married
White,54,Female,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,43,Male,Self-emp-inc,Married-civ-spouse
White,37,Female,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,56,Male,Self-emp-inc,Married-civ-spouse
White,25,Male,Private,Never-married
Black,17,Female,Private,Never-married
White,37,Female,Private,Widowed
White,60,Male,Private,Married-civ-spouse
White,59,Male,Federal-gov,Married-civ-spouse
White,46,Male,Self-emp-not-inc,Married-civ-spouse
White,24,Male,Private,Never-married
White,29,Female,Private,Married-civ-spouse
White,33,Female,Self-emp-not-inc,Divorced
White,23,Male,State-gov,Never-married
White,20,Male,Private,Never-married
White,60,Female,Private,Widowed
White,18,Male,Private,Never-married
Black,52,Female,Federal-gov,Never-married
White,31,Male,Private,Divorced
White,33,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
Black,33,Female,Private,Separated
Black,25,Female,Private,Never-married
White,63,Male,Self-emp-not-inc,Widowed
White,43,Female,Private,Separated
White,58,Female,Private,Widowed
White,35,Female,Private,Never-married
White,42,Male,Private,Married-civ-spouse
White,20,Male,Local-gov,Never-married
White,35,Male,Private,Divorced
White,62,Male,Private,Married-civ-spouse
White,41,Female,Private,Divorced
White,43,Female,Self-emp-not-inc,Married-civ-spouse
White,19,Male,Private,Never-married
White,46,Female,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,36,Male,Self-emp-not-inc,Married-civ-spouse
Black,45,Female,Private,Never-married
White,48,Male,Private,Married-civ-spouse
Asian-Pac-Islander,29,Female,Private,Never-married
White,48,Male,State-gov,Married-civ-spouse
Black,36,Female,Private,Divorced
White,58,Male,Private,Married-civ-spouse
Black,43,Female,Private,Never-married
White,59,Male,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,33,Male,Federal-gov,Married-civ-spouse
White,23,Male,Federal-gov,Never-married
White,21,Male,Private,Never-married
White,32,Male,Local-gov,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,66,Female,Local-gov,Widowed
White,23,Male,Local-gov,Never-married
White,52,Female,Private,Married-civ-spouse
White,17,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
Asian-Pac-Islander,45,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
Black,29,Male,Federal-gov,Never-married
White,56,Male,Private,Married-civ-spouse
White,34,Male,Self-emp-not-inc,Divorced
White,64,Male,Local-gov,Divorced
White,27,Male,Private,Married-civ-spouse
White,47,Male,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,44,Male,Federal-gov,Divorced
Black,31,Female,Private,Never-married
White,23,Female,Private,Married-civ-spouse
White,45,Male,Local-gov,Married-civ-spouse
White,31,Male,Local-gov,Never-married
White,45,Male,Private,Married-civ-spouse
Black,42,Female,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,33,Female,Local-gov,Married-civ-spouse
White,30,Female,Self-emp-not-inc,Married-civ-spouse
White,25,Male,Private,Never-married
White,33,Female,Private,Never-married
White,70,Male,Self-emp-not-inc,Married-civ-spouse
White,22,Male,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,43,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Female,Private,Never-married
White,59,Male,Self-emp-inc,Married-civ-spouse
White,51,Male,Self-emp-not-inc,Never-married
Asian-Pac-Islander,47,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,73,Male,Local-gov,Married-civ-spouse
White,32,Female,Local-gov,Never-married
White,34,Male,Private,Married-civ-spouse
Amer-Indian-Eskimo,51,Male,Local-gov,Married-civ-spouse
White,20,Female,Private,Never-married
White,19,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
Black,34,Male,Local-gov,Never-married
White,26,Male,Private,Married-civ-spouse
White,73,Female,Federal-gov,Widowed
White,27,Male,Private,Married-civ-spouse
White,37,Male,Self-emp-not-inc,Never-married
White,73,Male,Self-emp-not-inc,Married-civ-spouse
White,46,Male,Federal-gov,Married-civ-spouse
White,36,Male,Local-gov,Never-married
White,54,Male,Self-emp-not-inc,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
White,68,Male,Local-gov,Married-civ-spouse
White,34,Male,Private,Never-married
Black,30,Male,Private,Never-married
White,28,Male,Private,Never-married
White,28,Male,Private,Married-civ-spouse
White,25,Male,Local-gov,Married-civ-spouse
Asian-Pac-Islander,26,Male,Private,Never-married
White,40,Male,Private,Married-civ-spouse
White,32,Female,Local-gov,Divorced
White,18,Female,Private,Never-married
Black,36,Male,Private,Married-civ-spouse
White,26,Female,Private,Never-married
White,24,Female,Private,Never-married
White,90,Male,Local-gov,Married-civ-spouse
White,20,Female,Private,Never-married
White,27,Male,Private,Separated
White,58,Female,Local-gov,Divorced
White,37,Male,Private,Married-civ-spouse
White,28,Male,Private,Never-married
White,36,Female,Local-gov,Divorced
White,45,Male,Local-gov,Married-civ-spouse
White,23,Male,Private,Never-married
White,69,Male,Local-gov,Married-civ-spouse
White,58,Male,Self-emp-not-inc,Married-civ-spouse
White,22,Male,Private,Never-married
White,58,Male,Self-emp-not-inc,Married-civ-spouse
White,53,Male,Federal-gov,Married-civ-spouse
White,44,Male,Self-emp-inc,Married-civ-spouse
White,31,Male,Private,Never-married
White,48,Male,Private,Married-civ-spouse
White,46,Female,Federal-gov,Separated
Black,43,Female,Private,Never-married
White,43,Female,Private,Divorced
White,17,Male,Self-emp-inc,Never-married
White,20,Male,Private,Never-married
White,22,Female,Private,Never-married
White,35,Female,Private,Divorced
White,29,Male,Private,Never-married
White,25,Male,Private,Never-married
White,54,Male,Private,Married-civ-spouse
White,23,Female,Private,Married-civ-spouse
White,26,Male,Self-emp-not-inc,Married-civ-spouse
White,25,Male,Local-gov,Never-married
White,46,Female,Private,Divorced
White,41,Female,Private,Divorced
White,31,Male,Private,Never-married
White,48,Male,Federal-gov,Married-civ-spouse
Black,52,Female,Self-emp-inc,Divorced
White,22,Male,Federal-gov,Never-married
White,18,Male,Private,Never-married
White,46,Female,Private,Never-married
White,34,Male,Local-gov,Never-married
White,31,Male,Private,Never-married
White,21,Male,Private,Married-civ-spouse
White,41,Male,Self-emp-not-inc,Divorced
White,45,Male,State-gov,Married-civ-spouse
White,30,Male,State-gov,Never-married
White,21,Male,Private,Never-married
White,44,Female,Private,Divorced
White,54,Female,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,50,Male,Private,Never-married
Black,26,Female,Private,Never-married
White,47,Male,Local-gov,Married-civ-spouse
White,36,Male,Private,Never-married
White,21,Female,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,34,Female,Private,Never-married
White,51,Male,Private,Married-spouse-absent
White,55,Male,Self-emp-not-inc,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,28,Female,Local-gov,Never-married
White,39,Male,Private,Married-civ-spouse
White,35,Male,Self-emp-not-inc,Married-civ-spouse
White,26,Male,Private,Never-married
White,68,Male,Private,Married-civ-spouse
White,46,Male,Private,Divorced
White,21,Male,Private,Never-married
White,23,Female,Private,Never-married
White,23,Female,Local-gov,Never-married
White,33,Female,Private,Never-married
White,31,Male,Private,Separated
